"['0', 'mini-imagenet/python/train/n04067472/n0406747200000243.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000407.jpg']","['3', 'mini-imagenet/python/train/n13054560/n1305456000000413.jpg']"
"['21', 'mini-imagenet/python/train/n02091831/n0209183100000506.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000489.jpg']","['44', 'mini-imagenet/python/train/n04612504/n0461250400000462.jpg']"
"['34', 'mini-imagenet/python/train/n02165456/n0216545600000268.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000438.jpg']","['2', 'mini-imagenet/python/train/n04258138/n0425813800000441.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000097.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000274.jpg']","['55', 'mini-imagenet/python/train/n03476684/n0347668400000273.jpg']"
"['48', 'mini-imagenet/python/train/n04596742/n0459674200000326.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000075.jpg']","['27', 'mini-imagenet/python/train/n01558993/n0155899300000073.jpg']"
"['25', 'mini-imagenet/python/train/n02089867/n0208986700000191.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000420.jpg']","['61', 'mini-imagenet/python/train/n01749939/n0174993900000414.jpg']"
"['57', 'mini-imagenet/python/train/n03220513/n0322051300000376.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000401.jpg']","['25', 'mini-imagenet/python/train/n02089867/n0208986700000301.jpg']"
"['14', 'mini-imagenet/python/train/n07697537/n0769753700000341.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000265.jpg']","['28', 'mini-imagenet/python/train/n04389033/n0438903300000283.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000434.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000053.jpg']","['13', 'mini-imagenet/python/train/n02795169/n0279516900000069.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000049.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000277.jpg']","['21', 'mini-imagenet/python/train/n02091831/n0209183100000296.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000325.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000440.jpg']","['50', 'mini-imagenet/python/train/n04435653/n0443565300000451.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000127.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000196.jpg']","['56', 'mini-imagenet/python/train/n04509417/n0450941700000192.jpg']"
"['16', 'mini-imagenet/python/train/n02108089/n0210808900000314.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000440.jpg']","['32', 'mini-imagenet/python/train/n02823428/n0282342800000462.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000165.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000368.jpg']","['50', 'mini-imagenet/python/train/n04435653/n0443565300000370.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000040.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000042.jpg']","['51', 'mini-imagenet/python/train/n03047690/n0304769000000068.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000165.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000266.jpg']","['63', 'mini-imagenet/python/train/n04296562/n0429656200000216.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000442.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000025.jpg']","['9', 'mini-imagenet/python/train/n02105505/n0210550500000024.jpg']"
"['53', 'mini-imagenet/python/train/n04275548/n0427554800000099.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000378.jpg']","['47', 'mini-imagenet/python/train/n04251144/n0425114400000371.jpg']"
"['49', 'mini-imagenet/python/train/n03854065/n0385406500000118.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000207.jpg']","['48', 'mini-imagenet/python/train/n04596742/n0459674200000215.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000498.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000032.jpg']","['19', 'mini-imagenet/python/train/n02457408/n0245740800000042.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000317.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000258.jpg']","['41', 'mini-imagenet/python/train/n04515003/n0451500300000253.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000497.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000068.jpg']","['8', 'mini-imagenet/python/train/n03908618/n0390861800000075.jpg']"
"['61', 'mini-imagenet/python/train/n01749939/n0174993900000305.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000041.jpg']","['30', 'mini-imagenet/python/train/n01532829/n0153282900000041.jpg']"
"['61', 'mini-imagenet/python/train/n01749939/n0174993900000079.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000016.jpg']","['54', 'mini-imagenet/python/train/n03676483/n0367648300000017.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000260.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000010.jpg']","['6', 'mini-imagenet/python/train/n03888605/n0388860500000006.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000286.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000534.jpg']","['6', 'mini-imagenet/python/train/n03888605/n0388860500000521.jpg']"
"['54', 'mini-imagenet/python/train/n03676483/n0367648300000039.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000217.jpg']","['4', 'mini-imagenet/python/train/n01910747/n0191074700000228.jpg']"
"['31', 'mini-imagenet/python/train/n03062245/n0306224500000113.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000480.jpg']","['55', 'mini-imagenet/python/train/n03476684/n0347668400000447.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000157.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000258.jpg']","['31', 'mini-imagenet/python/train/n03062245/n0306224500000224.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000526.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000135.jpg']","['58', 'mini-imagenet/python/train/n07747607/n0774760700000145.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000037.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000523.jpg']","['22', 'mini-imagenet/python/train/n03924679/n0392467900000528.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000286.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000419.jpg']","['19', 'mini-imagenet/python/train/n02457408/n0245740800000425.jpg']"
"['8', 'mini-imagenet/python/train/n03908618/n0390861800000375.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000495.jpg']","['38', 'mini-imagenet/python/train/n02111277/n0211127700000490.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000178.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000014.jpg']","['11', 'mini-imagenet/python/train/n06794110/n0679411000000015.jpg']"
"['41', 'mini-imagenet/python/train/n04515003/n0451500300000204.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000274.jpg']","['60', 'mini-imagenet/python/train/n04443257/n0444325700000252.jpg']"
"['27', 'mini-imagenet/python/train/n01558993/n0155899300000144.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000287.jpg']","['13', 'mini-imagenet/python/train/n02795169/n0279516900000298.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000203.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000407.jpg']","['18', 'mini-imagenet/python/train/n04243546/n0424354600000368.jpg']"
"['57', 'mini-imagenet/python/train/n03220513/n0322051300000164.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000381.jpg']","['7', 'mini-imagenet/python/train/n02687172/n0268717200000370.jpg']"
"['34', 'mini-imagenet/python/train/n02165456/n0216545600000266.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000122.jpg']","['5', 'mini-imagenet/python/train/n03838899/n0383889900000118.jpg']"
"['10', 'mini-imagenet/python/train/n13133613/n1313361300000077.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000040.jpg']","['31', 'mini-imagenet/python/train/n03062245/n0306224500000040.jpg']"
"['35', 'mini-imagenet/python/train/n01704323/n0170432300000367.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000040.jpg']","['57', 'mini-imagenet/python/train/n03220513/n0322051300000047.jpg']"
"['47', 'mini-imagenet/python/train/n04251144/n0425114400000009.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000367.jpg']","['63', 'mini-imagenet/python/train/n04296562/n0429656200000308.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000458.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000331.jpg']","['28', 'mini-imagenet/python/train/n04389033/n0438903300000349.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000317.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000068.jpg']","['19', 'mini-imagenet/python/train/n02457408/n0245740800000084.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000336.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000304.jpg']","['4', 'mini-imagenet/python/train/n01910747/n0191074700000310.jpg']"
"['39', 'mini-imagenet/python/train/n07584110/n0758411000000232.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000390.jpg']","['35', 'mini-imagenet/python/train/n01704323/n0170432300000395.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000297.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000018.jpg']","['50', 'mini-imagenet/python/train/n04435653/n0443565300000023.jpg']"
"['12', 'mini-imagenet/python/train/n03207743/n0320774300000024.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000278.jpg']","['28', 'mini-imagenet/python/train/n04389033/n0438903300000300.jpg']"
"['35', 'mini-imagenet/python/train/n01704323/n0170432300000396.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000208.jpg']","['6', 'mini-imagenet/python/train/n03888605/n0388860500000209.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000314.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000231.jpg']","['10', 'mini-imagenet/python/train/n13133613/n1313361300000206.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000283.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000157.jpg']","['31', 'mini-imagenet/python/train/n03062245/n0306224500000135.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000107.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000469.jpg']","['20', 'mini-imagenet/python/train/n01843383/n0184338300000438.jpg']"
"['51', 'mini-imagenet/python/train/n03047690/n0304769000000390.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000245.jpg']","['11', 'mini-imagenet/python/train/n06794110/n0679411000000249.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000113.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000165.jpg']","['8', 'mini-imagenet/python/train/n03908618/n0390861800000161.jpg']"
"['37', 'mini-imagenet/python/train/n02747177/n0274717700000406.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000196.jpg']","['58', 'mini-imagenet/python/train/n07747607/n0774760700000207.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000498.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000163.jpg']","['36', 'mini-imagenet/python/train/n02074367/n0207436700000142.jpg']"
"['44', 'mini-imagenet/python/train/n04612504/n0461250400000475.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000427.jpg']","['12', 'mini-imagenet/python/train/n03207743/n0320774300000435.jpg']"
"['20', 'mini-imagenet/python/train/n01843383/n0184338300000076.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000038.jpg']","['31', 'mini-imagenet/python/train/n03062245/n0306224500000039.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000177.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000228.jpg']","['33', 'mini-imagenet/python/train/n03337140/n0333714000000212.jpg']"
"['58', 'mini-imagenet/python/train/n07747607/n0774760700000171.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000505.jpg']","['24', 'mini-imagenet/python/train/n03998194/n0399819400000488.jpg']"
"['7', 'mini-imagenet/python/train/n02687172/n0268717200000103.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000235.jpg']","['32', 'mini-imagenet/python/train/n02823428/n0282342800000235.jpg']"
"['13', 'mini-imagenet/python/train/n02795169/n0279516900000415.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000100.jpg']","['28', 'mini-imagenet/python/train/n04389033/n0438903300000112.jpg']"
"['60', 'mini-imagenet/python/train/n04443257/n0444325700000247.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000480.jpg']","['57', 'mini-imagenet/python/train/n03220513/n0322051300000473.jpg']"
"['6', 'mini-imagenet/python/train/n03888605/n0388860500000236.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000313.jpg']","['3', 'mini-imagenet/python/train/n13054560/n1305456000000311.jpg']"
"['22', 'mini-imagenet/python/train/n03924679/n0392467900000362.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000119.jpg']","['13', 'mini-imagenet/python/train/n02795169/n0279516900000120.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000217.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000465.jpg']","['43', 'mini-imagenet/python/train/n02101006/n0210100600000466.jpg']"
"['35', 'mini-imagenet/python/train/n01704323/n0170432300000137.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000469.jpg']","['58', 'mini-imagenet/python/train/n07747607/n0774760700000471.jpg']"
"['59', 'mini-imagenet/python/train/n02108915/n0210891500000137.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000023.jpg']","['23', 'mini-imagenet/python/train/n02966193/n0296619300000020.jpg']"
"['25', 'mini-imagenet/python/train/n02089867/n0208986700000204.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000444.jpg']","['60', 'mini-imagenet/python/train/n04443257/n0444325700000425.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000419.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000243.jpg']","['44', 'mini-imagenet/python/train/n04612504/n0461250400000237.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000408.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000434.jpg']","['27', 'mini-imagenet/python/train/n01558993/n0155899300000406.jpg']"
"['20', 'mini-imagenet/python/train/n01843383/n0184338300000160.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000161.jpg']","['29', 'mini-imagenet/python/train/n02606052/n0260605200000103.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000407.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000258.jpg']","['18', 'mini-imagenet/python/train/n04243546/n0424354600000227.jpg']"
"['12', 'mini-imagenet/python/train/n03207743/n0320774300000175.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000503.jpg']","['35', 'mini-imagenet/python/train/n01704323/n0170432300000507.jpg']"
"['52', 'mini-imagenet/python/train/n03017168/n0301716800000481.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000119.jpg']","['17', 'mini-imagenet/python/train/n04604644/n0460464400000118.jpg']"
"['46', 'mini-imagenet/python/train/n09246464/n0924646400000350.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000127.jpg']","['54', 'mini-imagenet/python/train/n03676483/n0367648300000110.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000207.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000335.jpg']","['32', 'mini-imagenet/python/train/n02823428/n0282342800000352.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000173.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000287.jpg']","['38', 'mini-imagenet/python/train/n02111277/n0211127700000302.jpg']"
"['46', 'mini-imagenet/python/train/n09246464/n0924646400000329.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000481.jpg']","['38', 'mini-imagenet/python/train/n02111277/n0211127700000482.jpg']"
"['30', 'mini-imagenet/python/train/n01532829/n0153282900000185.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000133.jpg']","['61', 'mini-imagenet/python/train/n01749939/n0174993900000119.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000084.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000300.jpg']","['48', 'mini-imagenet/python/train/n04596742/n0459674200000311.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000022.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000349.jpg']","['47', 'mini-imagenet/python/train/n04251144/n0425114400000336.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000228.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000420.jpg']","['63', 'mini-imagenet/python/train/n04296562/n0429656200000369.jpg']"
"['27', 'mini-imagenet/python/train/n01558993/n0155899300000300.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000068.jpg']","['34', 'mini-imagenet/python/train/n02165456/n0216545600000075.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000166.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000430.jpg']","['11', 'mini-imagenet/python/train/n06794110/n0679411000000417.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000427.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000362.jpg']","['4', 'mini-imagenet/python/train/n01910747/n0191074700000359.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000395.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000268.jpg']","['63', 'mini-imagenet/python/train/n04296562/n0429656200000218.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000025.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000147.jpg']","['6', 'mini-imagenet/python/train/n03888605/n0388860500000151.jpg']"
"['14', 'mini-imagenet/python/train/n07697537/n0769753700000516.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000450.jpg']","['35', 'mini-imagenet/python/train/n01704323/n0170432300000466.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000542.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000436.jpg']","['20', 'mini-imagenet/python/train/n01843383/n0184338300000404.jpg']"
"['45', 'mini-imagenet/python/train/n02108551/n0210855100000388.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000358.jpg']","['25', 'mini-imagenet/python/train/n02089867/n0208986700000266.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000203.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000358.jpg']","['6', 'mini-imagenet/python/train/n03888605/n0388860500000351.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000317.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000179.jpg']","['29', 'mini-imagenet/python/train/n02606052/n0260605200000128.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000313.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000415.jpg']","['33', 'mini-imagenet/python/train/n03337140/n0333714000000394.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000033.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000005.jpg']","['13', 'mini-imagenet/python/train/n02795169/n0279516900000002.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000073.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000024.jpg']","['21', 'mini-imagenet/python/train/n02091831/n0209183100000018.jpg']"
"['56', 'mini-imagenet/python/train/n04509417/n0450941700000385.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000175.jpg']","['63', 'mini-imagenet/python/train/n04296562/n0429656200000153.jpg']"
"['52', 'mini-imagenet/python/train/n03017168/n0301716800000523.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000442.jpg']","['38', 'mini-imagenet/python/train/n02111277/n0211127700000450.jpg']"
"['20', 'mini-imagenet/python/train/n01843383/n0184338300000162.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000050.jpg']","['22', 'mini-imagenet/python/train/n03924679/n0392467900000061.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000536.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000265.jpg']","['11', 'mini-imagenet/python/train/n06794110/n0679411000000260.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000497.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000519.jpg']","['16', 'mini-imagenet/python/train/n02108089/n0210808900000526.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000043.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000497.jpg']","['15', 'mini-imagenet/python/train/n02113712/n0211371200000484.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000321.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000469.jpg']","['47', 'mini-imagenet/python/train/n04251144/n0425114400000454.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000175.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000058.jpg']","['5', 'mini-imagenet/python/train/n03838899/n0383889900000066.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000359.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000097.jpg']","['41', 'mini-imagenet/python/train/n04515003/n0451500300000092.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000100.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000479.jpg']","['14', 'mini-imagenet/python/train/n07697537/n0769753700000481.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000475.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000195.jpg']","['56', 'mini-imagenet/python/train/n04509417/n0450941700000191.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000040.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000427.jpg']","['55', 'mini-imagenet/python/train/n03476684/n0347668400000400.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000442.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000535.jpg']","['2', 'mini-imagenet/python/train/n04258138/n0425813800000535.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000300.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000119.jpg']","['21', 'mini-imagenet/python/train/n02091831/n0209183100000103.jpg']"
"['43', 'mini-imagenet/python/train/n02101006/n0210100600000260.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000114.jpg']","['44', 'mini-imagenet/python/train/n04612504/n0461250400000119.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000326.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000378.jpg']","['7', 'mini-imagenet/python/train/n02687172/n0268717200000369.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000335.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000274.jpg']","['24', 'mini-imagenet/python/train/n03998194/n0399819400000247.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000258.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000137.jpg']","['37', 'mini-imagenet/python/train/n02747177/n0274717700000151.jpg']"
"['0', 'mini-imagenet/python/train/n04067472/n0406747200000376.jpg']","['0', 'mini-imagenet/python/train/n04067472/n0406747200000415.jpg']","['39', 'mini-imagenet/python/train/n07584110/n0758411000000407.jpg']"
